word,mul_info,left_entropy,right_entropy,head_prob,tail_prob
人民政府建设主管部门,0.009270,0.329641,0.427579,0.242506,0.126761
环境噪声污染防治设施,0.013774,0.334459,0.410888,0.347826,0.055690
土壤污染状况调查报告,0.021817,0.616945,0.454962,0.055556,0.103659
责任制和考核评价制度,0.017960,0.142849,0.213789,0.623932,0.102606
人民法院申请强制执行,0.006908,0.201805,0.338848,0.242506,0.282486
应当按照国家有关规定,0.127048,0.601364,0.941405,0.005085,0.083333
污染环境防治工作规划,0.006659,0.201805,0.196322,0.379630,0.304167
行政机关或者行业组织,0.009593,0.219760,0.213789,0.108902,0.605114
部门会同本级人民政府,0.022219,0.233227,0.116208,0.126761,0.376324
建设项目环境影响评价,0.031845,0.686076,0.154341,0.117526,0.072165
共同的上一级人民政府,0.009567,0.329641,0.320684,0.068768,0.376324
防治固体废物污染环境,0.013372,0.510268,0.410888,0.026578,0.347826
检查人员进行现场检查,0.010709,0.329641,0.173443,0.204787,0.204787
行政主管部门和国务院,0.012240,0.301281,0.496404,0.108902,0.127424
活动中产生的固体废物,0.016613,0.320663,0.311950,0.301333,0.050505
人民政府应当立即组织,0.003643,0.219760,0.213789,0.242506,0.605114
国家海洋环境质量标准,0.007058,0.348312,0.338848,0.097527,0.307116
沿海地方各级人民政府,0.013534,0.213376,0.154341,0.142857,0.376324
依法进行环境影响评价,0.037684,0.281441,0.396662,0.077206,0.072165
行政机关实施行政许可,0.078782,0.470643,0.409266,0.108902,0.013986
显著成绩的单位和个人,0.036463,0.150325,0.180727,0.068966,0.328042
政府采购监督管理部门,0.006869,0.348312,0.196322,0.376324,0.126761
林业草原行政主管部门,0.025751,0.348312,0.469730,0.040678,0.126761
国家档案行政管理部门,0.019434,0.252468,0.355852,0.097527,0.126761
危险废物严重污染环境,0.010545,0.219760,0.213789,0.121951,0.347826
工业和信息化主管部门,0.016714,0.201805,0.338848,0.140459,0.126761
造成固体废物污染环境,0.016925,0.421565,0.311950,0.026119,0.347826
单位产品能耗限额标准,0.011220,0.329641,0.213789,0.082515,0.307116
气象主管机构应当组织,0.010384,0.178287,0.173443,0.102524,0.605114
管理监督检查人员履行,0.003692,0.219760,0.213789,0.387978,0.292683
或者采取其他补救措施,0.007416,0.348312,0.196322,0.064516,0.571429
行政主管部门主管全国,0.009259,0.329641,0.320684,0.108902,0.175279
进行土壤污染状况调查,0.017774,0.201805,0.267585,0.113703,0.169492
行政主管部门监督管理,0.006363,0.201805,0.338848,0.108902,0.387978
禁止任何组织或者个人,0.014325,0.158651,0.293095,0.082090,0.328042
编制土地利用总体规划,0.006980,0.348312,0.338848,0.067961,0.304167
国家海事行政主管部门,0.012551,0.334459,0.325372,0.097527,0.126761
全国人民代表大会会议,0.006992,0.348312,0.338848,0.175279,0.114679
经济和社会发展的需要,0.007039,0.201805,0.196322,0.305709,0.194444
届全国人民代表大会常,0.375324,0.648482,0.016092,0.361702,0.011468
国务院核工业主管部门,0.031944,0.355394,0.569435,0.018242,0.126761
部门或者流域管理机构,0.065382,0.060697,0.462292,0.126761,0.062372
部门应当会同生态环境,0.012939,0.158651,0.154341,0.126761,0.347826
生态环境主管部门或者,0.057203,0.606608,0.165525,0.037634,0.064516
部门应当加强监督管理,0.006780,0.201805,0.196322,0.126761,0.387978
行政主管部门责令停止,0.072198,0.442878,0.091123,0.108902,0.040816
健康或者破坏生态环境,0.004120,0.219760,0.213789,0.189427,0.347826
环境噪声污染防治工作,0.007166,0.201805,0.196322,0.347826,0.125909
县级以上人民政府农业,0.031757,0.272650,0.282668,0.026316,0.193042
行政主管部门审查批准,0.029159,0.193673,0.335853,0.108902,0.058824
农业生产经营组织提供,0.013989,0.334459,0.410888,0.193042,0.032258
核事故应急协调委员会,0.025651,0.285424,0.587921,0.003717,0.744538
地方人民政府有关部门,0.030849,0.190281,0.399280,0.040057,0.126761
固体废物对环境的污染,0.006613,0.201805,0.338848,0.067164,0.379630
地方人民政府农业农村,0.045333,0.560225,0.178865,0.040057,0.062851
符合法定条件的申请人,0.023102,0.209747,0.374132,0.271605,0.022901
地方各级人民政府应当,0.130557,0.502860,0.825500,0.040057,0.005085
组织有关部门编制气象,0.003765,0.219760,0.213789,0.605114,0.102524
部门以及其他有关部门,0.009608,0.219760,0.320684,0.126761,0.126761
使用土地的单位和个人,0.006518,0.201805,0.196322,0.127119,0.328042
按照土地利用总体规划,0.013533,0.510268,0.325372,0.015385,0.304167
部门责令停止违法行为,0.111351,0.125352,0.109370,0.126761,0.053977
行政主管部门负责全国,0.009539,0.178287,0.320684,0.108902,0.175279
地方重点保护野生动物,0.013712,0.422364,0.496404,0.040057,0.089686
直接责任人员依法给予,0.161635,0.074123,0.268431,0.055375,0.057143
人民政府有关部门应当,0.033605,0.380092,0.610452,0.242506,0.005085
排放污染物的建设项目,0.010004,0.329641,0.427579,0.029197,0.230769
行政主管部门责令限期,0.042261,0.487214,0.202325,0.108902,0.020833
环境保护主管部门应当,0.025104,0.452446,0.440153,0.347826,0.005085
地方各级人民代表大会,0.056977,0.404634,0.731028,0.040057,0.012907
渔业行政主管部门批准,0.019323,0.216514,0.210631,0.168000,0.058824
部门负责本行政区域内,0.019635,0.303002,0.245609,0.126761,0.044444
根据土地利用总体规划,0.007050,0.348312,0.338848,0.032520,0.304167
行政主管部门应当加强,0.025420,0.482849,0.401917,0.108902,0.015138
质量监督检验检疫部门,0.007560,0.201805,0.196322,0.211679,0.126761
责令限期采取治理措施,0.020831,0.252468,0.309741,0.008547,0.571429
具体管理办法由国务院,0.006846,0.201805,0.196322,0.224000,0.127424
需要进入现场进行勘测,0.004228,0.219760,0.213789,0.194444,0.194444
检查机关应当为被检查,0.003790,0.219760,0.213789,0.204787,0.204787
从事行政许可事项活动,0.017058,0.201805,0.196322,0.036145,0.301333
人民政府有关部门编制,0.006400,0.201805,0.338848,0.242506,0.067961
人民政府应当制定农业,0.003181,0.219760,0.213789,0.242506,0.193042
野生动物及其制品价值,0.014383,0.158651,0.293095,0.066079,0.157895
行政主管部门提出申请,0.010030,0.329641,0.173443,0.108902,0.110656
生态环境主管部门负责,0.016233,0.201805,0.410111,0.037634,0.136364
预防传染病的健康教育,0.004313,0.219760,0.213789,0.104839,0.322511
发展社会主义市场经济,0.004025,0.219760,0.213789,0.118442,0.305709
最高水位线以下的滩地,0.011238,0.219760,0.173443,0.243119,0.062500
城乡规划主管部门或者,0.019702,0.365791,0.294769,0.047382,0.064516
生态环境主管部门报告,0.013108,0.422364,0.293095,0.037634,0.103659
最高人民检察院检察长,0.011531,0.439521,0.427579,0.243119,0.012012
自然资源主管部门组织,0.003716,0.219760,0.213789,0.059345,0.605114
公安机关交通管理部门,0.006969,0.201805,0.338848,0.103551,0.126761
生态环境主管部门应当,0.127022,0.416186,0.599426,0.037634,0.005085
人民政府应当有计划地,0.012643,0.422364,0.410888,0.242506,0.011299
地方海洋环境质量标准,0.007117,0.201805,0.338848,0.040057,0.307116
环境保护主管部门报告,0.003446,0.219760,0.213789,0.347826,0.103659
第二十二条第一款规定,0.009377,0.178287,0.213789,0.193878,0.083333
环境资源承载能力监测,0.004115,0.219760,0.213789,0.347826,0.085799
符合质量标准或者要求,0.007347,0.201805,0.196322,0.271605,0.070946
行政主管部门或者其他,0.028151,0.193673,0.368130,0.108902,0.025641
人民代表大会闭会期间,0.031848,0.158651,0.100266,0.242506,0.045000
行政机关申请人民法院,0.006496,0.201805,0.196322,0.108902,0.193445
单位应当按照国家规定,0.006563,0.348312,0.338848,0.082515,0.083333
各级人民政府应当组织,0.009791,0.439521,0.320684,0.006211,0.605114
人民政府煤炭管理部门,0.003445,0.219760,0.213789,0.242506,0.126761
人民政府对本行政区域,0.006305,0.201805,0.338848,0.242506,0.047319
保护渔业水域生态环境,0.003575,0.219760,0.213789,0.084531,0.347826
依法申请行政复议或者,0.027008,0.336342,0.107591,0.077206,0.064516
行政机关违法实施行政,0.012456,0.213376,0.154341,0.108902,0.108902
和国务院卫生行政部门,0.003274,0.219760,0.213789,0.248349,0.126761
行政机关及其工作人员,0.016049,0.142849,0.410111,0.108902,0.047271
伴生放射性矿开发利用,0.032277,0.158651,0.453646,0.108108,0.019162
工作人员违反本法规定,0.006699,0.201805,0.338848,0.125909,0.083333
县级以上人民政府处理,0.009566,0.219760,0.213789,0.026316,0.405738
或者其授权的部门批准,0.016755,0.219760,0.338848,0.064516,0.058824
生态环境主管部门备案,0.042686,0.284773,0.378310,0.037634,0.027273
监督管理部门责令改正,0.050477,0.330792,0.116208,0.215976,0.011173
采取措施防止土壤污染,0.010550,0.329641,0.213789,0.016393,0.379630
人民政府土地主管部门,0.003171,0.219760,0.213789,0.242506,0.126761
国家长江流域协调机制,0.017676,0.275058,0.383214,0.097527,0.024540
县级以上人民政府卫生,0.029023,0.213376,0.100266,0.026316,0.271104
野生动物放归野外环境,0.004098,0.219760,0.213789,0.066079,0.347826
农村集体经济组织或者,0.021080,0.404880,0.126493,0.062851,0.064516
按照规定进行土壤污染,0.016558,0.320663,0.138968,0.015385,0.379630
取得采矿权的矿山企业,0.003936,0.219760,0.213789,0.029557,0.770950
办法由国务院财政部门,0.016498,0.201805,0.196322,0.050000,0.126761
社会生活噪声污染防治,0.007374,0.201805,0.196322,0.518587,0.026578
农村生活垃圾污染环境,0.003909,0.219760,0.213789,0.062851,0.347826
污染物排放标准的地方,0.006631,0.201805,0.196322,0.379630,0.040057
县级以上人民政府依法,0.015750,0.393916,0.311950,0.026316,0.077206
妨碍野生动物生息繁衍,0.008670,0.201805,0.196322,0.400000,0.028037
合理选择和利用原材料,0.007737,0.201805,0.196322,0.025641,0.489796
流域环境资源承载能力,0.007602,0.348312,0.338848,0.037829,0.113281
级人民政府批准后实施,0.013123,0.158651,0.207579,0.339286,0.026217
土地管理监督检查人员,0.006860,0.348312,0.338848,0.100358,0.047271
避免或者减轻气象灾害,0.004701,0.219760,0.213789,0.104167,0.166667
单位或者个人停止违反,0.007252,0.201805,0.338848,0.082515,0.093333
渔业行政主管部门负责,0.003418,0.219760,0.213789,0.168000,0.136364
医疗废物集中处置单位,0.007610,0.348312,0.338848,0.048810,0.082515
野生动物及其制品或者,0.013556,0.213376,0.293095,0.066079,0.064516
长江流域国土空间规划,0.004068,0.219760,0.213789,0.061879,0.304167
生活垃圾处理收费标准,0.004023,0.219760,0.213789,0.061156,0.307116
监督检查工作应当给予,0.007183,0.201805,0.196322,0.215976,0.057143
国务院标准化主管部门,0.016207,0.275058,0.338848,0.018242,0.126761
编制有关开发利用规划,0.003564,0.219760,0.213789,0.067961,0.304167
县级以上人民政府应当,0.167732,0.193839,0.790737,0.026316,0.005085
工作人员依法执行职务,0.006826,0.201805,0.338848,0.125909,0.058140
认证认可监督管理部门,0.010759,0.178287,0.173443,0.080292,0.126761
全国人民代表大会选举,0.003889,0.219760,0.213789,0.175279,0.103203
部门按照职责分工责令,0.023918,0.308904,0.407406,0.126761,0.008547
人民政府应当根据保护,0.003386,0.219760,0.213789,0.242506,0.084531
团体标准或者企业标准,0.003831,0.219760,0.213789,0.058824,0.307116
渔业行政主管部门或者,0.009551,0.178287,0.173443,0.168000,0.064516
或者使用列入前款规定,0.010412,0.178287,0.320684,0.064516,0.083333
运营单位或者污泥处理,0.010686,0.219760,0.213789,0.015625,0.405738
部门主管本行政区域内,0.009641,0.178287,0.320684,0.126761,0.044444
生态环境主管部门批准,0.009769,0.439521,0.320684,0.037634,0.058824
环境保护主管部门根据,0.006704,0.201805,0.196322,0.347826,0.032520
行政许可的设定和实施,0.015373,0.348312,0.196322,0.108902,0.026217
污染防治监督管理人员,0.003495,0.219760,0.213789,0.379630,0.047271
环境保护主管部门会同,0.025730,0.217799,0.327203,0.347826,0.004587
生态环境主管部门责令,0.090905,0.356074,0.280278,0.037634,0.008547
改变土地利用总体规划,0.007123,0.201805,0.196322,0.033520,0.304167
管理部门责令限期改正,0.017123,0.275058,0.138968,0.387978,0.011173
进行土壤污染风险评估,0.007541,0.201805,0.196322,0.113703,0.082474
部门在各自职责范围内,0.021206,0.216514,0.309741,0.126761,0.015504
其他有关行政主管部门,0.015550,0.142849,0.383214,0.025641,0.126761
有关部门应当采取措施,0.009765,0.329641,0.427579,0.003487,0.571429
人民政府应当建立健全,0.006747,0.201805,0.196322,0.242506,0.039648
单位或者个人承包经营,0.010663,0.178287,0.213789,0.082515,0.076427
县级人民政府应当组织,0.003384,0.219760,0.213789,0.026316,0.605114
工作的部门按照国务院,0.003353,0.219760,0.213789,0.125909,0.127424
行政主管部门依据职权,0.025981,0.216777,0.210888,0.108902,0.019380
可能造成海洋环境污染,0.007052,0.201805,0.338848,0.013514,0.379630
具体办法由国务院或者,0.003604,0.219760,0.213789,0.224000,0.064516
设施等逃避监管的方式,0.014556,0.213376,0.207579,0.055690,0.067657
中华人民共和国领域内,0.020365,0.189680,0.478017,0.029353,0.044444
有利于保护环境的产品,0.019584,0.303002,0.393879,0.005579,0.184492
部门和国务院有关部门,0.003178,0.219760,0.213789,0.126761,0.126761
有关规定追究刑事责任,0.024260,0.219760,0.204048,0.003487,0.623932
并处五万元以下的罚款,0.033961,0.150325,0.265242,0.014184,0.122449
使用的国家所有的草原,0.006448,0.201805,0.196322,0.127119,0.071895
地方人民政府应当根据,0.025648,0.110596,0.630188,0.040057,0.032520
部门依据职权责令限期,0.014090,0.213376,0.293095,0.126761,0.020833
人民政府应当组织开展,0.006656,0.348312,0.338848,0.242506,0.012026
监督检查人员应当熟悉,0.004394,0.219760,0.213789,0.215976,0.049383
渔业行政主管部门规定,0.003240,0.219760,0.213789,0.168000,0.083333
促进资源合理高效利用,0.003970,0.219760,0.213789,0.586207,0.019162
主管部门责令停止生产,0.013409,0.334459,0.325372,0.017982,0.079301
区域大气环境质量状况,0.003979,0.219760,0.213789,0.047319,0.233010
企业事业单位应当按照,0.003608,0.219760,0.213789,0.770950,0.015385
主管部门会同有关部门,0.012701,0.334459,0.207579,0.017982,0.126761
海洋行政主管部门负责,0.006670,0.201805,0.338848,0.031822,0.136364
从事渔业生产经营活动,0.003859,0.219760,0.213789,0.036145,0.301333
实施人工影响天气作业,0.010721,0.439521,0.320684,0.026217,0.049630
作出准予行政许可决定,0.043276,0.491368,0.126493,0.008448,0.086093
应当按照国家有关环境,0.015949,0.348312,0.196322,0.005085,0.347826
污水集中处理设施排放,0.006915,0.201805,0.338848,0.138889,0.029197
根据当地经济社会发展,0.007254,0.201805,0.338848,0.032520,0.118442
依法给予治安管理处罚,0.030459,0.103067,0.188411,0.077206,0.040984
建设工业固体废物集中,0.006982,0.348312,0.196322,0.117526,0.033236
利用野生动物及其制品,0.013617,0.301281,0.207579,0.019162,0.114007
市场监督管理部门责令,0.027025,0.217799,0.327203,0.112877,0.008547
部门可以根据实际情况,0.003951,0.219760,0.213789,0.126761,0.077093
进行土壤污染状况监测,0.003919,0.219760,0.213789,0.113703,0.085799
防治海洋工程建设项目,0.007261,0.201805,0.196322,0.026578,0.230769
县级以上人民政府林业,0.096139,0.381089,0.043954,0.026316,0.040678
档案行政管理部门主管,0.003425,0.219760,0.213789,0.581818,0.017982
标准信息公共服务平台,0.011692,0.178287,0.173443,0.307116,0.015058
行政强制的设定和实施,0.012385,0.301281,0.154341,0.108902,0.026217
恢复原状或者退还财物,0.004439,0.219760,0.213789,0.633333,0.012270
集中供热管网覆盖地区,0.004548,0.219760,0.213789,0.033236,0.227468
承包经营权受法律保护,0.003985,0.219760,0.213789,0.098726,0.084531
贮存或者处置固体废物,0.003920,0.219760,0.213789,0.166667,0.050505
保护主管部门或者其他,0.016025,0.142849,0.311950,0.084531,0.025641
造成或者可能造成严重,0.010692,0.178287,0.427579,0.026119,0.072674
监督管理部门责令限期,0.013621,0.158651,0.154341,0.215976,0.020833
农业行政主管部门及其,0.006396,0.201805,0.338848,0.193042,0.017699
农村集体经济组织使用,0.003932,0.219760,0.213789,0.062851,0.127119
加强固体废物污染环境,0.007032,0.201805,0.196322,0.015138,0.347826
申请行政复议或者提起,0.045597,0.310697,0.079366,0.110656,0.011730
从事核安全活动的单位,0.007150,0.201805,0.338848,0.036145,0.082515
没收野生动物及其制品,0.010737,0.329641,0.320684,0.010989,0.114007
人民政府应当根据当地,0.006457,0.201805,0.196322,0.242506,0.022727
行政主管部门按照规定,0.003219,0.219760,0.213789,0.108902,0.083333
级人民政府及其负责人,0.003357,0.219760,0.213789,0.339286,0.025641
农业农村主管部门应当,0.009834,0.329641,0.427579,0.193042,0.005085
办理建设用地审批手续,0.017908,0.393916,0.383214,0.029412,0.016920
地方各级国家行政机关,0.006477,0.348312,0.196322,0.040057,0.074642
按照国家有关环境保护,0.016150,0.201805,0.311950,0.015385,0.084531
有关县级以上人民政府,0.009444,0.329641,0.320684,0.003487,0.376324
生态环境主管部门规定,0.012576,0.158651,0.207579,0.037634,0.083333
疾病预防控制机构应当,0.010896,0.178287,0.427579,0.304348,0.005085
销售非法捕捞的渔获物,0.004405,0.219760,0.213789,0.200935,0.030303
按照国家有关规定予以,0.006547,0.201805,0.338848,0.015385,0.178571
各级人民政府应当加强,0.071781,0.340834,0.519938,0.006211,0.015138
国务院有关部门和长江,0.058223,0.284589,0.063596,0.018242,0.061879
保证监测设备正常运行,0.017729,0.320663,0.410111,0.016906,0.028646
海洋行政主管部门监督,0.003465,0.219760,0.213789,0.031822,0.215976
主管部门责令限期改正,0.054332,0.406338,0.249297,0.017982,0.011173
排污口和周边环境进行,0.007450,0.201805,0.196322,0.032847,0.113703
城乡规划主管部门负责,0.003622,0.219760,0.213789,0.047382,0.136364
地方人民政府应当按照,0.025273,0.110596,0.630188,0.040057,0.015385
气象探测环境保护范围,0.018382,0.142849,0.138968,0.102524,0.029014
降低固体废物的危害性,0.004100,0.219760,0.213789,0.084615,0.065934
农村地区的可再生能源,0.003639,0.219760,0.213789,0.062851,0.099609
政部门和其他有关部门,0.006268,0.201805,0.196322,0.033645,0.126761
土壤污染防治工作实施,0.010282,0.329641,0.213789,0.055556,0.026217
县级以上人民政府及其,0.025543,0.216777,0.401917,0.026316,0.017699
环境保护主管部门可以,0.006402,0.201805,0.338848,0.347826,0.006757
国务院授权的部门批准,0.010122,0.219760,0.427579,0.018242,0.058824
未经县级以上人民政府,0.003392,0.219760,0.213789,0.016556,0.376324
机关按照国家有关规定,0.003324,0.219760,0.213789,0.074642,0.083333
野生动物实行重点保护,0.003685,0.219760,0.213789,0.066079,0.084531
生态环境主管部门申报,0.009898,0.178287,0.320684,0.037634,0.045082
县级以上人民政府或者,0.009507,0.329641,0.173443,0.026316,0.064516
包装废弃物和农用薄膜,0.004430,0.219760,0.213789,0.083871,0.052632
强制性国家标准的项目,0.003600,0.219760,0.213789,0.023419,0.230769
符合林木采伐技术规程,0.004267,0.219760,0.213789,0.271605,0.016667
审批建设项目环境影响,0.010762,0.178287,0.173443,0.039106,0.069444
规定应当给予行政处罚,0.006619,0.201805,0.196322,0.083333,0.040984
行政主管部门应当及时,0.003268,0.219760,0.213789,0.108902,0.053097
按照国家有关规定使用,0.006494,0.348312,0.196322,0.015385,0.127119
从事城乡规划编制工作,0.003928,0.219760,0.213789,0.036145,0.125909
监督管理权的部门责令,0.006646,0.201805,0.338848,0.215976,0.008547
实施土壤污染状况调查,0.004002,0.219760,0.213789,0.026217,0.169492
并处一万元以下的罚款,0.017038,0.142849,0.196322,0.014184,0.122449
人工繁育技术成熟稳定,0.004624,0.219760,0.213789,0.012683,0.300000
保护主管部门责令限期,0.006846,0.201805,0.338848,0.084531,0.020833
本法第四十四条的规定,0.012241,0.158651,0.293095,0.017348,0.083333
审批环境影响评价文件,0.018584,0.421565,0.196322,0.039106,0.013498
规划许可证或者未按照,0.003678,0.219760,0.213789,0.304167,0.015385
也可以直接向人民法院,0.013935,0.158651,0.154341,0.012048,0.193445
重大林业有害生物灾害,0.003849,0.219760,0.213789,0.026316,0.166667
单位应当按照国家有关,0.025863,0.647788,0.163379,0.082515,0.003487
地方各级人民政府及其,0.028992,0.378412,0.100266,0.040057,0.017699
市人民政府规定的期限,0.006387,0.201805,0.196322,0.076164,0.040000
有关土地行政主管部门,0.009268,0.439521,0.427579,0.003487,0.126761
按照国家有关规定进行,0.006429,0.201805,0.338848,0.015385,0.113703
区域大气污染联合防治,0.010690,0.178287,0.320684,0.047319,0.026578
人民代表大会每届任期,0.032293,0.193673,0.154341,0.242506,0.003268
人民政府可以根据本行,0.012868,0.213376,0.154341,0.242506,0.007435
本法第三十四条的规定,0.009159,0.178287,0.320684,0.017348,0.083333
消耗臭氧层物质的生产,0.004644,0.219760,0.213789,0.043478,0.079301
人民政府应当因地制宜,0.006835,0.201805,0.196322,0.242506,0.011401
应当按照国务院的规定,0.009397,0.439521,0.427579,0.005085,0.083333
任何单位或者个人不得,0.024193,0.285424,0.460853,0.014706,0.015945
或者直接给予行政处罚,0.007037,0.201805,0.196322,0.064516,0.040984
应用性研究和卫生评价,0.003992,0.219760,0.213789,0.054237,0.072165
草原行政主管部门会同,0.019452,0.342091,0.332797,0.071895,0.004587
草原行政主管部门或者,0.003331,0.219760,0.213789,0.071895,0.064516
环境污染的证书与文书,0.007235,0.201805,0.338848,0.347826,0.004124
企业应当按照国家有关,0.006622,0.201805,0.196322,0.770950,0.003487
地方各级气象主管机构,0.007078,0.201805,0.196322,0.040057,0.062372
依法履行监督检查职责,0.007200,0.201805,0.196322,0.077206,0.031008
地方人民政府协商解决,0.007232,0.201805,0.196322,0.040057,0.057269
用水资源的单位和个人,0.003393,0.219760,0.213789,0.012480,0.328042
入国民经济和社会发展,0.057426,0.068025,0.263530,0.005333,0.118442
行政机关实施行政强制,0.006394,0.201805,0.196322,0.108902,0.023419
当场作出行政许可决定,0.016678,0.348312,0.196322,0.006494,0.086093
超过省级以上人民政府,0.003597,0.219760,0.213789,0.009967,0.376324
农业生产经营组织可以,0.006880,0.201805,0.338848,0.193042,0.006757
取得节能产品认证证书,0.004196,0.219760,0.213789,0.029557,0.101770
放射性污染防治的要求,0.003710,0.219760,0.213789,0.047325,0.070946
听取利害关系人的意见,0.004031,0.219760,0.213789,0.033333,0.092141
综合利用或者无害化处,0.007339,0.201805,0.196322,0.658537,0.003024
县级以上人民政府负责,0.003396,0.219760,0.213789,0.026316,0.136364
须经省级以上人民政府,0.003483,0.219760,0.213789,0.009174,0.376324
减少工业固体废物产生,0.014047,0.422364,0.154341,0.056738,0.010695
行政主管部门应当根据,0.003325,0.219760,0.213789,0.108902,0.032520
长江流域生态保护补偿,0.004039,0.219760,0.213789,0.061879,0.046948
并处十万元以下的罚款,0.010250,0.178287,0.173443,0.014184,0.122449
任何组织或者个人不得,0.017555,0.275058,0.481375,0.014706,0.015945
放射性物质和射线装置,0.004169,0.219760,0.213789,0.047325,0.058685
单位在执行国家和地方,0.003471,0.219760,0.213789,0.082515,0.040057
土壤污染防治工作方案,0.007100,0.348312,0.338848,0.055556,0.011551
有利于水土保持的措施,0.003575,0.219760,0.213789,0.005579,0.571429
当地人民政府应当及时,0.006372,0.201805,0.338848,0.022727,0.053097
违法从事行政许可事项,0.010142,0.219760,0.213789,0.173333,0.006305
交通运输主管部门会同,0.010695,0.329641,0.173443,0.184989,0.004587
全国土壤环境信息平台,0.004171,0.219760,0.213789,0.175279,0.015058
依照本条第二款的规定,0.018830,0.303002,0.294769,0.003676,0.083333
主管部门或者其他负有,0.032262,0.096584,0.345738,0.017982,0.025974
主管部门按照职责分工,0.026680,0.315470,0.374712,0.017982,0.008850
长江流域饮用水水源地,0.003866,0.219760,0.213789,0.061879,0.044444
国务院和县级以上地方,0.019225,0.189680,0.184526,0.018242,0.040057
征收耕地的土地补偿费,0.007574,0.348312,0.196322,0.020548,0.045455
并处二万元以下的罚款,0.007020,0.201805,0.196322,0.014184,0.122449
设置危险废物识别标志,0.011764,0.329641,0.213789,0.009685,0.059925
应当遵守国家有关环境,0.006863,0.201805,0.196322,0.005085,0.347826
生态环境主管部门会同,0.048440,0.178287,0.321029,0.037634,0.004587
