word,mul_info,left_entropy,right_entropy,head_prob,tail_prob
配置相应的防污设备和器材,0.007144,0.309939,0.244375,0.036036,0.108280
建设项目的环境影响报告书,0.013229,0.284616,0.387325,0.117526,0.012121
生态环境主管部门责令改正,0.128370,0.354360,0.107402,0.037634,0.011173
沿海地方各级人民政府应当,0.018545,0.309939,0.488750,0.142857,0.005085
行政机关违法实施行政许可,0.017591,0.309939,0.244375,0.108902,0.013986
县级以上人民政府应当统筹,0.024501,0.223754,0.371921,0.026316,0.037618
人民代表大会常务委员会和,0.019101,0.309939,0.244375,0.242506,0.005734
人民政府应当因地制宜采取,0.006622,0.309939,0.244375,0.242506,0.016393
支持节能服务机构开展节能,0.007419,0.309939,0.244375,0.069565,0.050193
政部门会同国务院有关部门,0.006008,0.309939,0.244375,0.033645,0.126761
依法办理建设用地审批手续,0.013374,0.491242,0.224409,0.077206,0.016920
性能满足核安全标准的要求,0.007494,0.309939,0.244375,0.047771,0.070946
农村集体经济组织或者村民,0.032425,0.594556,0.158849,0.062851,0.009967
国民经济和社会发展的需要,0.006554,0.309939,0.244375,0.019821,0.194444
颁发许可证和办理批准文件,0.007381,0.309939,0.244375,0.240000,0.013498
环境噪声污染防治设施必须,0.007081,0.309939,0.244375,0.347826,0.009569
编制主持人和主要编制人员,0.006627,0.309939,0.244375,0.067961,0.047271
回收利用装置不能正常作业,0.013814,0.284616,0.387325,0.020906,0.049630
县级以上人民政府财政部门,0.006116,0.309939,0.244375,0.026316,0.126761
生态环境主管部门应当及时,0.012091,0.284616,0.224409,0.037634,0.053097
必须符合国家环境保护标准,0.006836,0.309939,0.244375,0.009569,0.307116
公开有毒有害水污染物信息,0.007047,0.309939,0.244375,0.012710,0.221889
县级以上人民政府农业农村,0.018228,0.251447,0.198256,0.026316,0.062851
土壤污染防治监督管理职责,0.081225,0.115060,0.090720,0.055556,0.031008
环境保护行政主管部门指定,0.006004,0.309939,0.244375,0.347826,0.009119
地方各级人民政府应当按照,0.012068,0.491242,0.387325,0.040057,0.015385
会同有关部门组织监测网络,0.013780,0.284616,0.224409,0.004587,0.345821
应当合理选择和利用原材料,0.007299,0.309939,0.244375,0.005085,0.489796
渔业行政主管部门批准发放,0.018214,0.251447,0.366563,0.168000,0.004769
主管部门负责本行政区域内,0.018136,0.464909,0.198256,0.017982,0.044444
规定建设环境风险预警体系,0.007112,0.309939,0.244375,0.083333,0.029656
向农民和农业生产经营组织,0.006603,0.309939,0.244375,0.004376,0.605114
其他固体废物污染环境防治,0.030843,0.387929,0.158849,0.025641,0.026578
地方各级人民政府应当结合,0.006297,0.309939,0.244375,0.040057,0.066667
活动中产生的固体废物以及,0.006475,0.309939,0.244375,0.301333,0.008493
部门依据职权责令限期改正,0.013485,0.284616,0.224409,0.126761,0.011173
制定地方水污染物排放标准,0.006388,0.309939,0.244375,0.008143,0.307116
长江流域省级人民政府制定,0.012571,0.491242,0.387325,0.061879,0.008143
县级以上地方人民政府批准,0.012044,0.284616,0.224409,0.026316,0.058824
地方各级人民政府应当加强,0.030153,0.387929,0.158849,0.040057,0.015138
机关或者监察机关责令退还,0.013600,0.284616,0.224409,0.074642,0.017241
天然渔业资源的生产性捕捞,0.007448,0.309939,0.244375,0.027149,0.072727
猎捕国家重点保护野生动物,0.007199,0.309939,0.244375,0.022727,0.089686
国务院授权的有关主管部门,0.006242,0.309939,0.244375,0.018242,0.126761
国务院生态环境等主管部门,0.006134,0.309939,0.244375,0.018242,0.126761
长江流域生态环境保护提供,0.006992,0.309939,0.244375,0.061879,0.032258
主管部门主管本行政区域内,0.011886,0.284616,0.387325,0.017982,0.044444
部门应当在各自职责范围内,0.006931,0.309939,0.244375,0.126761,0.015504
人民政府卫生行政部门通报,0.006146,0.309939,0.244375,0.242506,0.008979
授予国家的勋章和荣誉称号,0.008971,0.309939,0.244375,0.043478,0.034091
主管部门和水行政主管部门,0.005698,0.309939,0.244375,0.017982,0.126761
实施后可能造成的环境影响,0.006810,0.309939,0.244375,0.026217,0.069444
推广先进的防治技术和普及,0.007462,0.309939,0.244375,0.105485,0.015588
应当加强固体废物污染环境,0.006592,0.309939,0.244375,0.005085,0.347826
万元以上五十万元以下罚款,0.032090,0.284616,0.356580,0.002199,0.122449
应当按照国家有关环境保护,0.017840,0.309939,0.366563,0.005085,0.084531
政府采购监督管理部门会同,0.006642,0.309939,0.244375,0.376324,0.004587
对其产生的放射性固体废物,0.012651,0.491242,0.224409,0.012285,0.050505
向所在地生态环境主管部门,0.018248,0.464909,0.366563,0.002188,0.126761
应当依法进行环境影响评价,0.037469,0.183383,0.336940,0.005085,0.072165
参与固体废物污染环境防治,0.006940,0.309939,0.244375,0.060729,0.026578
生态环境的危害和影响程度,0.019345,0.309939,0.198256,0.037634,0.017771
生态环境主管部门责令停止,0.006569,0.309939,0.244375,0.037634,0.040816
长江流域省级人民政府应当,0.012534,0.491242,0.387325,0.061879,0.005085
土壤污染状况调查报告应当,0.013571,0.491242,0.387325,0.055556,0.005085
及其工作人员违反本法规定,0.006430,0.309939,0.244375,0.017699,0.083333
产生放射性固体废物的单位,0.012739,0.284616,0.224409,0.010695,0.082515
万元以上五万元以下的罚款,0.056783,0.145360,0.316579,0.002199,0.122449
重点区域大气污染联合防治,0.013535,0.284616,0.224409,0.030263,0.026578
取得行政许可或者报送备案,0.013220,0.284616,0.224409,0.029557,0.027273
大气污染来源及其变化趋势,0.008285,0.309939,0.244375,0.003741,0.276596
征求国务院有关部门的意见,0.006717,0.309939,0.244375,0.013699,0.092141
一次性消费品的生产和销售,0.007202,0.309939,0.244375,0.005696,0.200935
全国人民代表大会每届任期,0.039217,0.183383,0.144590,0.175279,0.003268
或者环境影响评价文件未经,0.007320,0.309939,0.244375,0.064516,0.016556
人民法院应当自受理之日起,0.006785,0.309939,0.244375,0.242506,0.004751
开发建设过程中剥离的表土,0.007580,0.309939,0.244375,0.157262,0.006472
重大传染病疫情等突发事件,0.007666,0.309939,0.244375,0.026316,0.037831
国家传染病监测规划和方案,0.006713,0.309939,0.244375,0.097527,0.011551
县级以上地方人民政府有关,0.058304,0.501231,0.211594,0.026316,0.003487
主管部门或者海事管理机构,0.006249,0.309939,0.244375,0.017982,0.062372
大气污染物的企业事业单位,0.018479,0.251447,0.366563,0.003741,0.082515
人民政府水行政主管部门和,0.016768,0.464909,0.198256,0.242506,0.001403
万元以上二十万元以下罚款,0.025710,0.424912,0.176421,0.002199,0.122449
纳税人的纳税申报数据资料,0.007607,0.309939,0.244375,0.010296,0.085217
范围内向周围生活环境排放,0.007553,0.309939,0.244375,0.029014,0.029197
采取有效措施防范环境风险,0.013484,0.284616,0.224409,0.016393,0.033898
水污染物排放自动监测设备,0.019180,0.251447,0.366563,0.001078,0.244552
经国务院渔业行政主管部门,0.011909,0.491242,0.224409,0.002762,0.126761
中华人民共和国节约能源法,0.024939,0.251447,0.335026,0.029353,0.007407
中华人民共和国文物保护法,0.018290,0.251447,0.198256,0.029353,0.016667
生态环境主管部门应当加强,0.012222,0.284616,0.224409,0.037634,0.015138
大气环境质量和大气污染源,0.025277,0.595681,0.176421,0.003741,0.043478
县级以上人民政府应当制定,0.017401,0.309939,0.366563,0.026316,0.008143
应当按照国家有关规定予以,0.006107,0.309939,0.244375,0.005085,0.178571
可以依法申请行政复议或者,0.018770,0.251447,0.198256,0.006757,0.064516
中华人民共和国土地管理法,0.059017,0.223754,0.267785,0.029353,0.003872
县级以上地方人民政府可以,0.011818,0.491242,0.387325,0.026316,0.006757
实时监测污染物的排放情况,0.006850,0.309939,0.244375,0.009363,0.077093
长江流域省级人民政府建立,0.019077,0.251447,0.366563,0.061879,0.003436
部门按照国务院规定的权限,0.006175,0.309939,0.244375,0.126761,0.006024
用者应当在规定期限内停止,0.006651,0.309939,0.244375,0.017161,0.040816
的建设项目环境影响报告书,0.019506,0.464909,0.198256,0.016129,0.012121
地方各级人民政府及其有关,0.047342,0.431481,0.122984,0.040057,0.003487
报经原批准用地的人民政府,0.006046,0.309939,0.244375,0.002033,0.376324
公民的通信自由和通信秘密,0.007400,0.309939,0.244375,0.003738,0.160920
千元以上二万元以下的罚款,0.051644,0.284616,0.374014,0.000498,0.122449
省级以上人民政府有关部门,0.005974,0.309939,0.244375,0.005021,0.126761
依照本法第四十四条的规定,0.017330,0.251447,0.198256,0.003676,0.083333
办法由国务院财政部门会同,0.018614,0.251447,0.244375,0.050000,0.004587
按照国务院规定的权限责令,0.036391,0.183383,0.280747,0.015385,0.008547
国务院水行政主管部门会同,0.052532,0.460407,0.114611,0.018242,0.004587
海洋行政主管部门应当加强,0.006350,0.309939,0.244375,0.031822,0.015138
依照本法第三十四条的规定,0.011561,0.284616,0.224409,0.003676,0.083333
中华人民共和国对外贸易法,0.019873,0.251447,0.198256,0.029353,0.007477
上新建的建筑物和其他设施,0.030660,0.201468,0.305867,0.002003,0.055690
建立土壤污染隐患排查制度,0.007745,0.309939,0.244375,0.003436,0.102606
处五万元以上五十万元以下,0.088108,0.484376,0.138441,0.004098,0.008493
加强固体废物污染环境防治,0.006740,0.309939,0.244375,0.015138,0.026578
县级以上地方人民政府按照,0.006204,0.309939,0.244375,0.026316,0.015385
对不符合法定条件的申请人,0.012506,0.284616,0.224409,0.009828,0.022901
水行政主管部门和有关部门,0.005682,0.309939,0.244375,0.003235,0.126761
处五万元以上二十万元以下,0.069072,0.368432,0.198256,0.004098,0.008493
沙化土地封禁保护区范围内,0.046727,0.328932,0.610938,0.001195,0.015504
行政主管部门有权责令有关,0.006028,0.309939,0.244375,0.108902,0.003487
国务院卫生行政部门规定的,0.017207,0.619879,0.488750,0.018242,0.001613
可再生能源开发利用中长期,0.025783,0.300936,0.237276,0.004054,0.019862
林业草原行政主管部门会同,0.012287,0.284616,0.224409,0.040678,0.004587
人民代表大会常务委员会由,0.006901,0.309939,0.244375,0.242506,0.001147
也可以直接向人民法院提起,0.019888,0.251447,0.198256,0.012048,0.011730
地方人民政府可以根据本行,0.006174,0.309939,0.244375,0.040057,0.007435
有关主管部门按照有关规定,0.005966,0.309939,0.244375,0.003487,0.083333
规定填写危险废物转移联单,0.008187,0.309939,0.244375,0.083333,0.002509
关法律或者行政法规的规定,0.005623,0.309939,0.244375,0.003401,0.083333
按照国家有关规定使用岸电,0.006644,0.309939,0.244375,0.015385,0.014925
地方各级气象主管机构应当,0.006640,0.309939,0.244375,0.040057,0.005085
海域使用管理监督检查人员,0.012749,0.491242,0.387325,0.000872,0.047271
县级以上地方人民政府制定,0.006002,0.309939,0.244375,0.026316,0.008143
本法规定向海洋排放污染物,0.006592,0.309939,0.244375,0.017348,0.010870
规定设置大气污染物排放口,0.006737,0.309939,0.244375,0.083333,0.002058
县级以上人民政府及其有关,0.023549,0.223754,0.176421,0.026316,0.003487
土地使用权人未按照规定将,0.006570,0.309939,0.244375,0.100358,0.001613
有关部门在各自职责范围内,0.013187,0.284616,0.387325,0.003487,0.015504
国务院环境保护主管部门和,0.017480,0.464909,0.366563,0.018242,0.001403
应当按照国家有关规定缴纳,0.006550,0.309939,0.244375,0.005085,0.028571
定的国家重点保护野生动物,0.006378,0.309939,0.244375,0.001613,0.089686
临时使用林地期满后一年内,0.007640,0.309939,0.244375,0.058394,0.002014
因水污染受到损害的当事人,0.013179,0.284616,0.387325,0.005780,0.006305
土壤污染责任人无法认定的,0.006707,0.309939,0.244375,0.055556,0.001613
国务院标准化主管部门应当,0.006165,0.309939,0.244375,0.018242,0.005085
公众利益的重大核安全事项,0.019941,0.309939,0.366563,0.002991,0.006305
纳入全国信用信息共享平台,0.015007,0.284616,0.224409,0.002574,0.015058
以出让等有偿使用方式取得,0.007250,0.309939,0.244375,0.002123,0.029557
千元以上一万元以下的罚款,0.007103,0.309939,0.244375,0.000498,0.122449
对本行政区域土壤污染防治,0.006463,0.309939,0.244375,0.002457,0.026578
引起经血液传播疾病发生的,0.008317,0.309939,0.244375,0.047393,0.000672
国务院能源主管部门会同国,0.012101,0.284616,0.224409,0.018242,0.001393
国务院生态环境主管部门和,0.011759,0.284616,0.224409,0.018242,0.001403
应当按照国家有关规定制定,0.005969,0.309939,0.244375,0.005085,0.008143
国有林业企业事业单位应当,0.006342,0.309939,0.244375,0.006665,0.005085
超过国家规定标准的分贝数,0.007284,0.309939,0.244375,0.009967,0.001859
国有土地使用权出让合同中,0.006831,0.309939,0.244375,0.006665,0.002786
向中华人民共和国管辖海域,0.006605,0.309939,0.244375,0.009847,0.000872
海域使用权人依法使用海域,0.006475,0.309939,0.244375,0.000872,0.000872
一一年孙中山先生领导的辛,0.001623,0.000000,0.000000,0.001831,0.000000
一万元以上三万元以下罚款,0.007030,0.000000,0.000000,0.037225,0.122449
一万元以上二十万元以下罚,0.000681,0.000000,0.000000,0.037225,0.000000
一万元以上五万元以下的罚,0.050196,0.000000,0.000000,0.037225,0.000000
一万元以上五万元以下罚款,0.013341,0.000000,0.224409,0.037225,0.122449
一万元以上十万元以下的罚,0.093051,0.000000,0.000000,0.037225,0.000000
一万元以上十万元以下罚款,0.013178,0.000000,0.224409,0.037225,0.122449
一万吨标准煤以上的用能单,0.000813,0.000000,0.000000,0.037225,0.000000
一且经评估不存在安全风险,0.001193,0.000000,0.000000,0.000000,0.033898
一个机构统一受理行政许可,0.006797,0.000000,0.000000,0.001424,0.013986
一个行政机关行使有关行政,0.005941,0.000000,0.000000,0.001424,0.108902
一个部门受理行政许可申请,0.006707,0.000000,0.000000,0.001424,0.110656
一个需要安置的农业人口的,0.000574,0.000000,0.000000,0.001424,0.000000
一九一一年孙中山先生领导,0.001418,0.000000,0.000000,0.023800,0.228261
一介质相同污染当量的不同,0.000854,0.000000,0.000000,0.000610,0.006318
一以上百分之五以下的罚款,0.006843,0.000000,0.000000,0.000407,0.122449
一以上的全国人民代表大会,0.006241,0.000000,0.000000,0.000407,0.012907
一体化农业机械的财政补贴,0.000970,0.000000,0.000000,0.004475,0.051643
一倍以上三倍以下计算罚款,0.007497,0.000000,0.000000,0.000814,0.122449
一切使用土地的组织和个人,0.000570,0.000000,0.000000,0.003865,0.328042
一切其他海域从事养殖和捕,0.001104,0.000000,0.000000,0.003865,0.000000
一切单位和个人都有保护海,0.000797,0.000000,0.000000,0.003865,0.003333
一切单位和个人都有保护环,0.000752,0.000000,0.000000,0.003865,0.003333
一切单位和个人都有权检举,0.000972,0.000000,0.000000,0.003865,0.010638
一切国家机关和国家工作人,0.000436,0.000000,0.000000,0.003865,0.007392
一切国家机关实行精简的原,0.000964,0.000000,0.000000,0.003865,0.000000
一切有劳动能力的公民的光,0.000975,0.000000,0.000000,0.003865,0.000000
