word,mul_info,left_entropy,right_entropy,head_prob,tail_prob
或者其他组织,0.070406,0.159624,0.596582,0.064516,0.605114
城市生活垃圾,0.010316,0.376152,0.397444,0.169576,1.000000
组织有关部门,0.019389,0.338699,0.504016,0.605114,0.126761
县级人民政府,0.061886,0.555180,0.729315,0.026316,0.376324
符合法定条件,0.038173,0.542237,0.166922,0.271605,0.259091
环境保护工作,0.021195,0.602928,0.425681,0.347826,0.125909
农业生产经营,0.115365,0.514091,0.272134,0.193042,0.076427
监督检查人员,0.067763,0.623758,0.545691,0.215976,0.047271
人民政府应当,0.492672,0.466174,0.811058,0.242506,0.005085
地方各级人民,0.206926,0.668734,0.168585,0.040057,0.242506
生产建设项目,0.034417,0.635470,0.541184,0.079301,0.230769
符合国家标准,0.014739,0.525308,0.333799,0.271605,0.307116
土壤污染状况,0.067338,0.796051,0.307033,0.055556,0.233010
建设项目环境,0.071508,0.744220,0.095947,0.117526,0.347826
森林资源保护,0.028810,0.714673,0.489258,0.244792,0.084531
级人民检察院,0.012962,0.380096,0.441285,0.339286,0.282282
污水集中处理,0.049473,0.567684,0.124896,0.138889,0.405738
追究刑事责任,0.243554,0.124909,0.231475,0.044872,0.623932
固体废物污染,0.236193,0.998412,0.032304,0.067164,0.379630
垃圾污染环境,0.017189,0.184939,0.171386,1.000000,0.347826
污染防治设施,0.033503,0.508512,0.516870,0.379630,0.055690
人民政府管理,0.019704,0.364750,0.269402,0.242506,0.387978
人民政府农业,0.052609,0.298338,0.237368,0.242506,0.193042
工程建设项目,0.041528,0.278216,0.516594,0.119754,0.230769
采取有效措施,0.093272,0.614364,0.302077,0.016393,0.571429
生产建设活动,0.023308,0.585156,0.486019,0.079301,0.301333
促进清洁生产,0.015920,0.525308,0.387829,0.586207,0.079301
部门应当组织,0.017586,0.260355,0.418077,0.126761,0.605114
气象探测环境,0.024207,0.480091,0.350870,0.102524,0.347826
煤炭管理部门,0.040866,0.527154,0.445642,0.114155,0.126761
污染海洋环境,0.016424,0.387475,0.162733,0.379630,0.347826
承担赔偿责任,0.076184,0.322878,0.348263,0.025478,0.623932
生活垃圾处理,0.021477,0.682354,0.362663,0.061156,0.405738
组织编制机关,0.022611,0.461604,0.265808,0.605114,0.074642
人民政府或者,0.040035,0.482379,0.410193,0.242506,0.064516
野生动物保护,0.116625,0.624864,0.299569,0.066079,0.084531
其他有关部门,0.110788,0.503153,0.669142,0.025641,0.126761
环境质量状况,0.015788,0.347877,0.270153,0.347826,0.233010
污染环境防治,0.171461,0.105399,0.654325,0.379630,0.026578
环境保护措施,0.005399,0.314775,0.353028,0.347826,0.571429
行政强制执行,0.019412,0.446102,0.426863,0.108902,0.282486
危险废物管理,0.020385,0.529253,0.220930,0.121951,0.387978
违反本法规定,0.396341,0.330372,0.110055,0.093333,0.083333
进行现场检查,0.025198,0.536514,0.354083,0.113703,0.204787
卫生主管部门,0.019365,0.297629,0.544539,0.271104,0.126761
价格主管部门,0.020240,0.397926,0.343732,0.303644,0.126761
生产经营活动,0.025945,0.372181,0.460037,0.079301,0.301333
监督管理工作,0.045316,0.433753,0.197003,0.215976,0.125909
建设主管部门,0.027203,0.468793,0.547525,0.117526,0.126761
市场监督管理,0.043153,0.469543,0.116208,0.112877,0.387978
环境保护目标,0.018087,0.466327,0.263202,0.347826,0.132743
土壤污染防治,0.110738,0.926570,0.661549,0.055556,0.026578
噪声污染防治,0.050756,0.330851,0.513248,0.437500,0.026578
林业主管部门,0.091384,0.292197,0.722080,0.040678,0.126761
开发利用规划,0.023267,0.379273,0.228002,0.157262,0.304167
企业经济损失,0.012075,0.206750,0.173906,0.770950,0.273973
海洋环境污染,0.040298,0.476884,0.394247,0.031822,0.379630
保护野生动物,0.099742,0.213249,0.564354,0.084531,0.089686
技术研究开发,0.012436,0.304034,0.293807,0.497288,0.157262
主管部门组织,0.023009,0.589123,0.586884,0.017982,0.605114
社会主义劳动,0.006332,0.314775,0.264771,0.518587,0.307522
污染控制装置,0.013467,0.577087,0.485413,0.379630,0.058685
行政许可决定,0.106833,0.263467,0.311528,0.108902,0.086093
农业生态环境,0.007107,0.487256,0.339247,0.193042,0.347826
环境监督管理,0.040909,0.052438,0.268832,0.347826,0.387978
标准由国务院,0.010694,0.409252,0.445105,0.307116,0.127424
污染防治责任,0.005500,0.314775,0.176514,0.379630,0.623932
监督管理机构,0.023715,0.379273,0.596402,0.215976,0.062372
当地人民政府,0.024601,0.593418,0.573670,0.022727,0.376324
主管部门负责,0.080083,0.542975,0.669192,0.017982,0.136364
办法由国务院,0.094497,0.200343,0.578186,0.050000,0.127424
风险管控措施,0.017530,0.513385,0.383203,0.033898,0.571429
开发利用活动,0.009381,0.472504,0.316398,0.157262,0.301333
国家有关环境,0.023665,0.288602,0.283293,0.097527,0.347826
造成环境污染,0.034439,0.639295,0.295686,0.026119,0.379630
社会生活噪声,0.006280,0.314775,0.143202,0.518587,0.437500
人民政府根据,0.038934,0.393890,0.527859,0.242506,0.032520
交通运输噪声,0.006902,0.419700,0.264771,0.184989,0.437500
污染防治规划,0.017607,0.092228,0.329663,0.379630,0.304167
中国各族人民,0.007447,0.319376,0.339247,0.315096,0.242506
垃圾集中处理,0.006211,0.170247,0.143202,1.000000,0.405738
集体矿山企业,0.018107,0.487256,0.239490,0.037146,0.770950
本级人民政府,0.120568,0.757427,0.703161,0.002478,0.376324
森林生态系统,0.004330,0.332604,0.279768,0.244792,0.603125
省级人民政府,0.078525,0.533602,0.742719,0.005021,0.376324
全国海洋环境,0.007356,0.487256,0.268641,0.175279,0.347826
能源主管部门,0.031404,0.258531,0.568568,0.099609,0.126761
部门和国务院,0.023478,0.259509,0.586597,0.126761,0.127424
流域管理机构,0.079392,0.459823,0.659386,0.037829,0.062372
长江流域生态,0.075667,1.000000,0.319377,0.061879,0.037634
效果评估报告,0.025558,0.485975,0.452837,0.096257,0.103659
环境保护设施,0.015561,0.513385,0.361225,0.347826,0.055690
行政机关或者,0.040382,0.472766,0.415705,0.108902,0.064516
废物污染环境,0.231359,0.049645,0.271198,0.050505,0.347826
损害赔偿责任,0.012633,0.386621,0.325204,0.054795,0.623932
发展循环经济,0.015731,0.525308,0.174118,0.118442,0.305709
符合国家规定,0.035483,0.490423,0.127594,0.271605,0.083333
国家采取措施,0.021725,0.082102,0.495543,0.097527,0.571429
土地使用权人,0.037023,0.678082,0.588534,0.100358,0.033133
人民政府编制,0.017336,0.420725,0.405964,0.242506,0.067961
国家有关标准,0.010359,0.349295,0.445105,0.097527,0.307116
上级人民政府,0.054262,0.675235,0.699052,0.004673,0.376324
渔业主管部门,0.021145,0.240301,0.415431,0.168000,0.126761
人民政府卫生,0.046992,0.370450,0.039236,0.242506,0.271104
历史文化遗产,0.009698,0.403316,0.339247,0.369231,0.089820
人民政府及其,0.117986,0.389580,0.222942,0.242506,0.017699
垃圾处理设施,0.011556,0.181126,0.375637,1.000000,0.055690
环境质量监测,0.011412,0.386621,0.325204,0.347826,0.085799
人民政府给予,0.026514,0.367027,0.316796,0.242506,0.057143
人民政府依法,0.018126,0.249453,0.504016,0.242506,0.077206
部门主管全国,0.013515,0.303572,0.466280,0.126761,0.175279
生态环境保护,0.056880,0.457197,0.505284,0.037634,0.084531
污染控制技术,0.003968,0.332604,0.162092,0.379630,0.497288
人民政府土地,0.048877,0.342659,0.098993,0.242506,0.100358
技术推广工作,0.008337,0.319376,0.241992,0.497288,0.125909
基础设施建设,0.025162,0.667744,0.450026,0.045238,0.117526
污染防治技术,0.003887,0.332604,0.162092,0.379630,0.497288
城乡生活垃圾,0.008474,0.287694,0.339247,0.047382,1.000000
土壤污染风险,0.122732,0.847300,0.197052,0.055556,0.033898
农业科学技术,0.004236,0.332604,0.279768,0.193042,0.497288
建筑施工噪声,0.008251,0.487256,0.339247,0.063230,0.437500
目标完成情况,0.022573,0.338699,0.474597,0.132743,0.077093
流域生态环境,0.050998,0.164877,0.330586,0.037829,0.347826
进行土壤污染,0.018106,0.312910,0.149216,0.113703,0.379630
流域综合规划,0.017015,0.497544,0.374550,0.037829,0.304167
清洁生产促进,0.047653,0.398088,0.150999,0.021635,0.586207
按照国家规定,0.073895,0.536006,0.713525,0.015385,0.083333
主管部门或者,0.152939,0.466251,0.427824,0.017982,0.064516
人民政府处理,0.008310,0.262654,0.162092,0.242506,0.405738
人民政府林业,0.084391,0.235123,0.176733,0.242506,0.040678
规定采取措施,0.007203,0.403316,0.241992,0.083333,0.571429
乡镇人民政府,0.005527,0.419700,0.264771,0.140271,0.376324
符合城市规划,0.004029,0.332604,0.279768,0.271605,0.304167
监督检查工作,0.011441,0.386621,0.255736,0.215976,0.125909
国家环境质量,0.016197,0.555355,0.162733,0.097527,0.211679
企业应当按照,0.019910,0.599203,0.213144,0.770950,0.015385
编制城乡规划,0.009757,0.472504,0.316398,0.067961,0.304167
固体废物管理,0.009056,0.376152,0.338606,0.067164,0.387978
采取治理措施,0.023893,0.367958,0.356601,0.016393,0.571429
规划区内进行,0.010639,0.326664,0.243374,0.304167,0.113703
人民政府规定,0.016167,0.312910,0.285456,0.242506,0.083333
申请人民法院,0.017837,0.497034,0.152836,0.110656,0.193445
行政机关应当,0.165105,0.408238,0.776614,0.108902,0.005085
人民政府可以,0.055225,0.502148,0.634231,0.242506,0.006757
民族自治地方,0.043071,0.642751,0.309187,0.083695,0.040057
应当采取措施,0.100591,0.397499,0.246621,0.005085,0.571429
保护生态环境,0.007074,0.403316,0.339247,0.084531,0.347826
建筑节能标准,0.009719,0.472504,0.316398,0.063230,0.307116
统筹生活垃圾,0.006663,0.314775,0.353028,0.037618,1.000000
国家大气污染,0.014320,0.571942,0.088832,0.097527,0.379630
监督管理职责,0.087377,0.338243,0.135496,0.215976,0.031008
农业面源污染,0.003901,0.332604,0.279768,0.193042,0.379630
技术改造项目,0.006199,0.209850,0.176514,0.497288,0.230769
活动进行监督,0.009324,0.376152,0.114738,0.301333,0.215976
部门责令限期,0.090320,0.359127,0.305625,0.126761,0.020833
建设生活垃圾,0.006012,0.209850,0.176514,0.117526,1.000000
住房城乡建设,0.029697,0.327143,0.159849,0.142857,0.117526
综合利用产品,0.003961,0.332604,0.162092,0.658537,0.184492
国家明令淘汰,0.019082,0.387475,0.162733,0.097527,0.218750
矿产资源勘查,0.035665,0.684284,0.422021,0.044335,0.055556
综合利用活动,0.004029,0.192704,0.162092,0.658537,0.301333
土地承包经营,0.019461,0.558942,0.297570,0.100358,0.076427
部门责令停止,0.089585,0.214429,0.248571,0.126761,0.040816
统一监督管理,0.024012,0.077903,0.193268,0.175549,0.387978
十四条的规定,0.019372,0.427708,0.403826,0.088156,0.083333
环境污染事故,0.025713,0.357917,0.224686,0.347826,0.034048
大气环境质量,0.066521,0.849617,0.546076,0.003741,0.211679
标准或者要求,0.013034,0.452361,0.187330,0.307116,0.070946
严重污染环境,0.018323,0.428172,0.120742,0.072674,0.347826
经济发展工作,0.009496,0.192704,0.338606,0.305709,0.125909
能源利用状况,0.009788,0.472504,0.220930,0.099609,0.233010
环境保护意识,0.005946,0.419700,0.264771,0.347826,0.102981
组织编制城市,0.004208,0.332604,0.162092,0.605114,0.169576
人民政府确定,0.027302,0.303579,0.113005,0.242506,0.102041
企业经营管理,0.002020,0.209850,0.176514,0.770950,0.387978
符合质量标准,0.015618,0.105609,0.162092,0.271605,0.307116
县级以上地方,0.589902,0.694697,0.051229,0.026316,0.040057
破坏森林资源,0.010704,0.542454,0.338606,0.057143,0.196522
清洁生产技术,0.011898,0.529166,0.325204,0.021635,0.497288
安全监护计划,0.007728,0.319376,0.339247,0.109689,0.239852
行政机关依法,0.019972,0.394747,0.332039,0.108902,0.077206
海洋环境保护,0.038609,0.506386,0.418284,0.031822,0.084531
行政机关实施,0.067073,0.445863,0.255926,0.108902,0.026217
改善生态环境,0.026324,0.344201,0.275174,0.025140,0.347826
行政处罚决定,0.019415,0.297629,0.393551,0.108902,0.086093
生物液体燃料,0.010169,0.472504,0.338606,0.074597,0.168539
机关应当依法,0.035847,0.219854,0.444114,0.074642,0.077206
专业技术组织,0.006139,0.209850,0.176514,0.146552,0.605114
露天焚烧秸秆,0.008645,0.314775,0.176514,0.082569,0.500000
渔业科学技术,0.004374,0.332604,0.162092,0.168000,0.497288
贸易主管部门,0.006154,0.170247,0.264771,0.560166,0.126761
管理部门依法,0.006729,0.287694,0.339247,0.387978,0.077206
部门根据全国,0.009107,0.306202,0.316398,0.126761,0.175279
符合法定形式,0.017554,0.203754,0.171386,0.271605,0.117647
环境保护规定,0.008479,0.306202,0.257560,0.347826,0.083333
污染防治宣传,0.004143,0.192704,0.162092,0.379630,0.393258
草原主管部门,0.028513,0.165178,0.447312,0.071895,0.126761
管理监督检查,0.011153,0.206750,0.104438,0.387978,0.204787
实施土壤污染,0.016586,0.555355,0.204188,0.026217,0.379630
部门或者其他,0.077672,0.194034,0.381001,0.126761,0.025641
有关人民政府,0.036277,0.602414,0.648743,0.003487,0.376324
组织环境影响,0.005952,0.419700,0.176514,0.605114,0.069444
部门应当及时,0.017541,0.301212,0.514357,0.126761,0.053097
土壤环境信息,0.009906,0.376152,0.397444,0.055556,0.221889
档案工作人员,0.005885,0.314775,0.353028,0.581818,0.047271
限期达标规划,0.021467,0.338699,0.386340,0.020833,0.304167
依法履行监督,0.016597,0.242750,0.262207,0.077206,0.215976
本行政区域内,0.105818,0.794105,0.631603,0.007435,0.044444
单位应当按照,0.047190,0.690734,0.420522,0.082515,0.015385
自动监测设备,0.022903,0.239253,0.359763,0.035471,0.244552
实施清洁生产,0.032198,0.646443,0.387829,0.026217,0.079301
直接责任人员,0.192669,0.089898,0.366494,0.055375,0.047271
国家清洁生产,0.022266,0.550545,0.174972,0.097527,0.079301
情况进行监督,0.015167,0.303572,0.216123,0.077093,0.215976
行政许可证件,0.023509,0.529166,0.394672,0.108902,0.030973
销售或者使用,0.013379,0.114067,0.424629,0.200935,0.127119
管理部门批准,0.008714,0.262654,0.316398,0.387978,0.058824
发展社会主义,0.005985,0.314775,0.264771,0.118442,0.276723
综合生产能力,0.005904,0.209850,0.176514,0.658537,0.113281
有关主管部门,0.069666,0.703012,0.751037,0.003487,0.126761
人民政府登记,0.013228,0.294973,0.143202,0.242506,0.119048
委员会的工作,0.005452,0.314775,0.143202,0.514658,0.125909
节能技术研究,0.006462,0.419700,0.143202,0.050193,0.809984
地区人民政府,0.004964,0.209850,0.176514,0.227468,0.376324
造成海洋环境,0.026588,0.405036,0.159849,0.026119,0.347826
管理部门负责,0.005317,0.209850,0.264771,0.387978,0.136364
或者其他活动,0.007406,0.319376,0.339247,0.064516,0.301333
禁止任何组织,0.010321,0.262654,0.114738,0.082090,0.605114
环境卫生管理,0.003662,0.192704,0.162092,0.347826,0.387978
生产或者使用,0.024199,0.175569,0.357013,0.079301,0.127119
进行卫生处理,0.005486,0.419700,0.143202,0.113703,0.405738
污染物的排放,0.013849,0.385409,0.253389,0.379630,0.029197
污水处理设施,0.015634,0.284720,0.431831,0.138889,0.055690
农村生活垃圾,0.004360,0.332604,0.162092,0.062851,1.000000
防沙治沙规划,0.041887,0.683586,0.502778,0.003322,0.304167
农业固体废物,0.009249,0.472504,0.338606,0.193042,0.050505
行政许可事项,0.058821,0.644637,0.549334,0.108902,0.006305
有关部门组织,0.026489,0.450502,0.557014,0.003487,0.605114
环境监测机构,0.007495,0.319376,0.268641,0.347826,0.062372
人民政府责令,0.027538,0.532307,0.455585,0.242506,0.008547
野生动物及其,0.093401,0.754281,0.167647,0.066079,0.017699
生活垃圾分类,0.028844,0.791880,0.586597,0.061156,0.016716
给予行政处罚,0.034949,0.437366,0.382322,0.057143,0.040984
或者采取其他,0.025441,0.629462,0.515991,0.064516,0.025641
全国土壤污染,0.003783,0.332604,0.162092,0.175279,0.379630
违法行为进行,0.008684,0.306202,0.257560,0.173333,0.113703
濒危野生动物,0.008340,0.151497,0.409853,0.285714,0.089686
部门根据国家,0.012585,0.222709,0.380500,0.126761,0.097527
开采矿产资源,0.039740,0.618546,0.324162,0.008326,0.196522
环境污染或者,0.005209,0.419700,0.264771,0.347826,0.064516
资源综合利用,0.017014,0.453478,0.445155,0.196522,0.019162
部门应当依法,0.011687,0.452361,0.248115,0.126761,0.077206
的放射性污染,0.027024,0.655781,0.118011,0.016129,0.379630
资源开发利用,0.018410,0.382571,0.482264,0.196522,0.019162
节能监督管理,0.011065,0.289338,0.202785,0.050193,0.387978
采取补救措施,0.012332,0.446578,0.243374,0.016393,0.571429
法律法规规定,0.018422,0.494278,0.445178,0.036771,0.083333
气象科学技术,0.004498,0.332604,0.162092,0.102524,0.497288
行政许可或者,0.015307,0.329664,0.347900,0.108902,0.064516
污染防治实施,0.012490,0.399898,0.248115,0.379630,0.026217
具体管理办法,0.011077,0.386621,0.255736,0.224000,0.050000
产品质量标准,0.004015,0.192704,0.279768,0.184492,0.307116
安全监督检查,0.013554,0.114067,0.353028,0.109689,0.204787
重点排污单位,0.021004,0.599203,0.386340,0.030263,0.082515
部门责令改正,0.157289,0.434286,0.124896,0.126761,0.011173
非法占用土地,0.015095,0.507707,0.373024,0.041943,0.100358
使用国有土地,0.006867,0.403316,0.339247,0.127119,0.100358
建设用地规模,0.007398,0.403316,0.409853,0.117526,0.083333
社会主义思想,0.002853,0.209850,0.176514,0.518587,0.218137
部门应当加强,0.054046,0.261380,0.440364,0.126761,0.015138
气象探测资料,0.010725,0.402554,0.316398,0.102524,0.085217
污染状况监测,0.006084,0.170247,0.353028,0.379630,0.085799
农民集体所有,0.040269,0.771264,0.163707,0.033670,0.069231
草原监督管理,0.005705,0.419700,0.176514,0.071895,0.387978
环境噪声监测,0.004240,0.332604,0.279768,0.347826,0.085799
林业有害生物,0.021379,0.447807,0.403826,0.040678,0.074597
节能产品认证,0.018049,0.513385,0.310835,0.050193,0.080292
属于国家所有,0.033984,0.674844,0.274908,0.026178,0.069231
违法实施行政,0.010210,0.241083,0.243374,0.173333,0.108902
申请强制执行,0.005980,0.170247,0.353028,0.110656,0.282486
主管部门批准,0.063449,0.404906,0.412913,0.017982,0.058824
主管部门报告,0.030207,0.487289,0.407442,0.017982,0.103659
野生动物资源,0.005706,0.419700,0.353028,0.066079,0.196522
流行病学调查,0.009873,0.472504,0.397444,0.034539,0.169492
给予行政处分,0.092961,0.157018,0.264327,0.057143,0.049180
主管部门应当,0.251401,0.637543,0.737287,0.017982,0.005085
部门按照职责,0.051534,0.436845,0.121917,0.126761,0.031008
监督检查职责,0.030891,0.302027,0.172633,0.215976,0.031008
实施行政许可,0.104130,0.637251,0.434629,0.026217,0.013986
人民法院申请,0.007186,0.319376,0.171386,0.242506,0.110656
规划审批机关,0.005568,0.314775,0.264771,0.304167,0.074642
伪造监测数据,0.013050,0.124162,0.243374,0.123077,0.216710
违反本法第十,0.037141,0.300506,0.492461,0.093333,0.020408
检查人员进行,0.009027,0.306202,0.162092,0.204787,0.113703
设施建设规划,0.008623,0.209850,0.338606,0.055690,0.304167
从事土壤污染,0.007742,0.403316,0.241992,0.036145,0.379630
主管部门规定,0.041790,0.589937,0.279287,0.017982,0.083333
草原承包经营,0.016239,0.478675,0.238584,0.071895,0.076427
防治扬尘污染,0.016397,0.347877,0.174939,0.026578,0.379630
环境质量负责,0.003935,0.332604,0.162092,0.347826,0.136364
污染物排放量,0.018366,0.444478,0.393850,0.379630,0.008230
气象探测信息,0.004741,0.332604,0.279768,0.102524,0.221889
危害人体健康,0.010367,0.402554,0.220930,0.056911,0.189427
依照本法规定,0.091145,0.677331,0.525264,0.003676,0.083333
根据实际需要,0.010498,0.376152,0.397444,0.032520,0.194444
行政机关负责,0.015576,0.513385,0.082784,0.108902,0.136364
行政执法人员,0.010289,0.469209,0.394672,0.108902,0.047271
主管部门根据,0.045161,0.531145,0.697241,0.017982,0.032520
水土保持规划,0.023439,0.505039,0.501718,0.005391,0.304167
环境造成污染,0.001987,0.209850,0.176514,0.347826,0.379630
环境噪声排放,0.017809,0.329664,0.162733,0.347826,0.029197
处理后的污泥,0.005755,0.314775,0.353028,0.405738,0.037037
恢复原状或者,0.004362,0.332604,0.162092,0.633333,0.064516
处理决定或者,0.007141,0.151497,0.339247,0.405738,0.064516
工业涂装企业,0.002374,0.209850,0.176514,0.140459,0.770950
应当按照国家,0.128561,0.606791,0.245857,0.005085,0.097527
进行调查处理,0.003786,0.332604,0.162092,0.113703,0.405738
依照法律规定,0.058449,0.826773,0.633788,0.003676,0.083333
能源效率标识,0.027150,0.547829,0.561668,0.099609,0.011236
依法给予处分,0.066420,0.159142,0.232034,0.077206,0.049180
环境承载能力,0.004330,0.192704,0.279768,0.347826,0.113281
海洋功能区划,0.059666,0.742637,0.587709,0.031822,0.011041
人民政府按照,0.027504,0.324250,0.274815,0.242506,0.015385
临时使用土地,0.009722,0.472504,0.338606,0.058394,0.100358
部门制定国家,0.006691,0.319376,0.339247,0.126761,0.097527
履行土壤污染,0.002127,0.209850,0.176514,0.292683,0.379630
危险废物集中,0.027231,0.620298,0.127430,0.121951,0.033236
违法行为或者,0.013916,0.256939,0.216123,0.173333,0.064516
进行监督管理,0.003624,0.332604,0.162092,0.113703,0.387978
能源利用效率,0.011885,0.181126,0.375637,0.099609,0.106952
建设单位应当,0.052972,0.379715,0.716337,0.117526,0.005085
土地承包合同,0.009837,0.542454,0.397444,0.100358,0.040434
主管部门申请,0.018031,0.466327,0.514357,0.017982,0.110656
建设项目需要,0.004034,0.332604,0.279768,0.117526,0.194444
工程施工单位,0.012936,0.209850,0.319716,0.119754,0.082515
违反法律规定,0.009059,0.472504,0.257560,0.093333,0.083333
十五条的规定,0.007986,0.376152,0.316398,0.107335,0.083333
采取下列措施,0.023086,0.356837,0.109330,0.016393,0.571429
行政机关根据,0.019526,0.306202,0.397444,0.108902,0.032520
人民政府发展,0.005180,0.209850,0.264771,0.242506,0.118442
进行科学研究,0.002403,0.209850,0.176514,0.113703,0.809984
促进固体废物,0.007866,0.203754,0.171386,0.586207,0.050505
安全分析报告,0.008455,0.487256,0.171386,0.109689,0.103659
气象灾害防御,0.015396,0.577087,0.441285,0.102524,0.019934
海洋环境质量,0.015322,0.443472,0.174118,0.031822,0.211679
保护渔业资源,0.005715,0.314775,0.264771,0.084531,0.196522
环境保护知识,0.004144,0.192704,0.162092,0.347826,0.175719
储备饲草饲料,0.002928,0.209850,0.176514,0.121387,0.600000
能源消费统计,0.004452,0.332604,0.279768,0.099609,0.191223
及其工作人员,0.037855,0.444326,0.559573,0.017699,0.047271
露天烧烤食品,0.008167,0.209850,0.176514,0.082569,0.315068
按照有关规定,0.018990,0.507479,0.632796,0.015385,0.083333
重点用能单位,0.020656,0.297629,0.504016,0.030263,0.082515
行政法规规定,0.037042,0.052438,0.434074,0.108902,0.083333
企业实施清洁,0.009888,0.402554,0.114738,0.770950,0.021635
贮存危险废物,0.008333,0.319376,0.339247,0.166667,0.050505
海洋生态系统,0.004242,0.332604,0.279768,0.031822,0.603125
主管部门责令,0.218629,0.582514,0.384395,0.017982,0.008547
质量监督检验,0.008212,0.287694,0.171386,0.211679,0.087766
单位应当及时,0.009139,0.472504,0.397444,0.082515,0.053097
环境监测制度,0.003894,0.332604,0.162092,0.347826,0.102606
人民政府制定,0.021351,0.354519,0.500459,0.242506,0.008143
危险货物运输,0.006645,0.314775,0.264771,0.121951,0.109375
企业应当加强,0.005695,0.314775,0.353028,0.770950,0.015138
部门审查批准,0.024051,0.124162,0.331385,0.126761,0.058824
部门可以根据,0.014440,0.256939,0.481085,0.126761,0.032520
国家环境保护,0.017199,0.268107,0.193423,0.097527,0.084531
人员依法执行,0.015837,0.271852,0.127430,0.047271,0.282486
生态保护补偿,0.017407,0.655136,0.361225,0.037634,0.046948
土地主管部门,0.005123,0.314775,0.353028,0.100358,0.126761
进行环境影响,0.042494,0.489067,0.044108,0.113703,0.069444
综合利用或者,0.005608,0.209850,0.143202,0.658537,0.064516
近期建设规划,0.009720,0.542454,0.397444,0.011173,0.304167
电器电子产品,0.011119,0.402554,0.338606,0.025434,0.184492
从事养殖生产,0.014025,0.399898,0.441285,0.036145,0.079301
招标或者拍卖,0.006800,0.419700,0.264771,0.050926,0.184211
政府投资项目,0.002184,0.209850,0.176514,0.376324,0.230769
管理部门责令,0.047699,0.178441,0.248032,0.387978,0.008547
检查人员执行,0.003856,0.192704,0.162092,0.204787,0.282486
农民专业合作,0.025916,0.428141,0.162092,0.033670,0.112426
行政机关决定,0.010239,0.349295,0.202785,0.108902,0.086093
节能目标责任,0.004022,0.332604,0.162092,0.050193,0.623932
林业生产条件,0.014271,0.105609,0.427055,0.040678,0.259091
污染排放数据,0.002221,0.209850,0.176514,0.379630,0.216710
扶持贫困地区,0.007118,0.419700,0.353028,0.028169,0.227468
填海项目竣工,0.002695,0.209850,0.176514,0.067568,1.000000
城乡规划编制,0.015481,0.461074,0.292615,0.047382,0.067961
气象有偿服务,0.004256,0.192704,0.162092,0.102524,0.492063
长江保护工作,0.005796,0.419700,0.353028,0.061879,0.125909
行政许可依法,0.008481,0.332604,0.279768,0.108902,0.077206
直接或者间接,0.015768,0.507707,0.309379,0.055375,0.048309
破坏社会主义,0.004468,0.332604,0.279768,0.057143,0.276723
科学技术部门,0.006024,0.314775,0.143202,0.190844,0.126761
典型生态系统,0.002726,0.209850,0.176514,0.106870,0.603125
经济技术条件,0.002206,0.209850,0.176514,0.305709,0.259091
