word,mul_info,left_entropy,right_entropy,head_prob,tail_prob
害国家,0.004586,0.334617,0.326380,0.021978,0.097527
国家机,0.020289,0.735847,0.165023,0.097527,0.004450
对行政,0.009749,0.607904,0.323774,0.004914,0.108902
能源消,0.021247,0.733112,0.177208,0.099609,0.003704
农业和,0.012653,0.698222,0.187546,0.193042,0.003170
经验收,0.004695,0.381827,0.277454,0.033149,0.059701
环境中,0.003339,0.263229,0.245023,0.347826,0.013072
和发展,0.010445,0.577678,0.516301,0.002642,0.118442
七十五,0.010601,0.056792,0.052864,0.282869,0.107335
和信息,0.009148,0.323078,0.184626,0.007926,0.221889
陡坡地,0.004447,0.190914,0.400136,0.090909,0.030928
源开发,0.029374,0.185833,0.149069,0.007407,0.157262
物管理,0.012457,0.103774,0.468592,0.004011,0.387978
国家海,0.016130,0.542874,0.190780,0.097527,0.005785
第十六,0.027670,0.235937,0.071471,0.020408,0.098587
额管理,0.001933,0.286370,0.266564,0.016129,0.387978
法规定,0.167480,0.022057,0.375133,0.007994,0.083333
报告表,0.020307,0.121686,0.591690,0.103659,0.006061
示范和,0.005525,0.393056,0.390456,0.276316,0.003868
并进行,0.004466,0.096079,0.523835,0.035461,0.113703
妥善处,0.004898,0.426869,0.175084,0.217391,0.011236
未及时,0.007157,0.608770,0.577845,0.006623,0.053097
安全监,0.054138,0.191658,0.138809,0.109689,0.005587
予以公,0.013475,0.600884,0.282913,0.178571,0.002123
危害人,0.003715,0.351734,0.105146,0.056911,0.109890
划组织,0.003159,0.124098,0.318541,0.011299,0.605114
系统和,0.003879,0.351734,0.327407,0.603125,0.003135
定条件,0.020312,0.130125,0.380203,0.003226,0.259091
产管理,0.001583,0.286370,0.355419,0.013369,0.387978
国家对,0.041996,0.237923,0.943852,0.097527,0.000890
所有的,0.032139,0.300635,0.580015,0.069231,0.002092
施工作,0.002274,0.366922,0.128293,0.059585,0.125909
与环境,0.004137,0.459269,0.275236,0.004405,0.347826
止执行,0.003700,0.164781,0.397345,0.011628,0.282486
域经济,0.003739,0.112958,0.276633,0.022222,0.305709
防渗漏,0.007473,0.428876,0.399214,0.006645,0.093023
除污染,0.007955,0.070873,0.453074,0.008130,0.379630
由人民,0.006249,0.147620,0.137410,0.025641,0.242506
行监督,0.041539,0.270457,0.342306,0.000947,0.215976
综合开,0.005334,0.461893,0.163190,0.658537,0.002959
健康和,0.007843,0.392248,0.336980,0.189427,0.003953
或者无,0.004402,0.411541,0.266564,0.064516,0.024793
生产和,0.013091,0.533441,0.516317,0.079301,0.002674
组织协,0.004141,0.426869,0.153385,0.605114,0.004587
的基础,0.009541,0.634450,0.332601,0.008065,0.045238
续发展,0.014493,0.050929,0.147773,0.056604,0.118442
可持续,0.019399,0.485992,0.177656,0.004054,0.105634
该项目,0.002243,0.381827,0.355419,0.010204,0.230769
等教育,0.001634,0.175315,0.163190,0.047393,0.322511
地质量,0.001901,0.154884,0.355419,0.032189,0.211679
入国家,0.008273,0.255494,0.646902,0.005333,0.097527
源管理,0.003832,0.103774,0.310992,0.014815,0.387978
物价值,0.002212,0.154884,0.266564,0.048128,0.157895
的经营,0.005441,0.508505,0.396518,0.008065,0.076427
未取得,0.011110,0.472292,0.654600,0.006623,0.029557
医疗器,0.007566,0.321780,0.128293,0.048810,0.043011
行规划,0.008380,0.181749,0.496404,0.002841,0.304167
需要在,0.002631,0.366922,0.341545,0.194444,0.010135
和医疗,0.008459,0.418484,0.406561,0.009247,0.048810
一百万,0.018544,0.153868,0.039502,0.101302,0.056281
社会保,0.001866,0.190914,0.144172,0.518587,0.024083
开发和,0.010900,0.496683,0.472507,0.157262,0.001590
目标的,0.003851,0.345798,0.321881,0.132743,0.011236
监测设,0.017510,0.464191,0.102857,0.085799,0.008889
擅自在,0.003489,0.278571,0.400136,0.300000,0.005457
项目不,0.003215,0.124098,0.222426,0.230769,0.030973
伐森林,0.001715,0.302591,0.163190,0.030303,0.244792
关工作,0.011456,0.281512,0.170372,0.009070,0.125909
的海洋,0.006921,0.636636,0.275197,0.016129,0.031822
三十五,0.023381,0.062997,0.029398,0.132580,0.107335
工程设,0.014031,0.655704,0.173051,0.119754,0.003231
渔获物,0.008046,0.244498,0.429754,0.024000,0.030303
与技术,0.002806,0.366922,0.270461,0.004405,0.497288
控制和,0.004548,0.334617,0.484344,0.507246,0.001629
全国防,0.003334,0.481416,0.153385,0.175279,0.014033
单位处,0.005938,0.382760,0.420909,0.082515,0.007634
进行监,0.036117,0.831653,0.186085,0.113703,0.000947
安全和,0.006316,0.576952,0.537048,0.109689,0.002793
伐林木,0.006234,0.292192,0.365871,0.060606,0.014689
固体废,0.291017,0.903722,0.014126,0.067164,0.002372
用土地,0.030999,0.270871,0.450186,0.001560,0.100358
业经营,0.008420,0.349271,0.276269,0.009509,0.076427
域管理,0.026651,0.048469,0.052679,0.022222,0.387978
关部门,0.257315,0.004607,0.856615,0.004535,0.126761
体污染,0.010279,0.320701,0.387467,0.001186,0.379630
取其他,0.017997,0.212020,0.575724,0.009852,0.025641
风险管,0.064809,0.551967,0.026399,0.033898,0.017045
监察机,0.016878,0.393635,0.041796,0.130178,0.015015
护国家,0.003737,0.182214,0.488701,0.016667,0.097527
第十七,0.026673,0.245478,0.044406,0.020408,0.090511
设施建,0.023463,0.532379,0.147429,0.055690,0.005181
草原上,0.012789,0.212968,0.544674,0.071895,0.004894
建设工,0.017828,0.703994,0.144172,0.117526,0.002421
行为的,0.024727,0.574540,0.339692,0.053977,0.001953
发展规,0.030655,0.510759,0.099151,0.118442,0.002747
经济合,0.001922,0.286370,0.144172,0.305709,0.020704
守国家,0.017066,0.112958,0.254933,0.010309,0.097527
系统建,0.002768,0.366922,0.128293,0.603125,0.006270
企业开,0.002509,0.261733,0.172547,0.770950,0.005547
需要的,0.003419,0.481416,0.448119,0.194444,0.003378
责任的,0.011864,0.146118,0.273816,0.623932,0.001634
民代表,0.225175,0.028718,0.027832,0.016739,0.160121
节约用,0.008508,0.607488,0.194577,0.061776,0.007732
程序报,0.003609,0.278571,0.318541,0.143780,0.010309
时报告,0.005922,0.089538,0.448170,0.019166,0.103659
业科学,0.005355,0.302591,0.135806,0.011094,0.190844
检验检,0.004238,0.406280,0.153385,0.087766,0.019900
急状态,0.002367,0.154884,0.266564,0.014286,0.330097
和生态,0.019122,0.685928,0.349406,0.002642,0.037634
在国家,0.005469,0.556318,0.350398,0.004376,0.097527
社会生,0.004141,0.477284,0.188599,0.518587,0.002294
地区和,0.004645,0.557836,0.470297,0.227468,0.001577
处置工,0.004849,0.461893,0.240200,0.024590,0.032967
的放射,0.031467,0.755482,0.023997,0.016129,0.047325
政府公,0.001646,0.154884,0.266564,0.376324,0.016949
的铁路,0.002901,0.366922,0.270461,0.008065,0.186147
服务中,0.000776,0.190914,0.177709,0.492063,0.033241
三十年,0.002398,0.366922,0.341545,0.132580,0.010767
域自然,0.003987,0.164781,0.245023,0.044444,0.059345
的物质,0.003675,0.363812,0.383077,0.016129,0.050802
全国土,0.004471,0.562757,0.163190,0.175279,0.005788
城市规,0.013048,0.653902,0.047407,0.169576,0.006027
能力的,0.012951,0.514660,0.382559,0.113281,0.001429
保护工,0.015053,0.477435,0.067698,0.084531,0.010000
规划为,0.001740,0.381827,0.355419,0.304167,0.005650
及时报,0.006353,0.404370,0.153871,0.053097,0.019166
行情况,0.008731,0.236092,0.381447,0.006629,0.077093
物进行,0.010873,0.387965,0.625994,0.001337,0.113703
三十一,0.023591,0.030990,0.049083,0.132580,0.083782
国家和,0.009787,0.626995,0.165993,0.097527,0.004005
护工作,0.014838,0.044902,0.473784,0.010000,0.125909
被征收,0.007982,0.513314,0.346680,0.013605,0.020548
并处罚,0.020423,0.187740,0.177592,0.014184,0.040984
业部门,0.001048,0.175315,0.281663,0.060222,0.126761
和利用,0.010747,0.592007,0.608224,0.005284,0.019162
立国家,0.002341,0.185368,0.341545,0.026991,0.097527
产品标,0.003051,0.429867,0.340899,0.184492,0.004728
对生产,0.008792,0.605053,0.372276,0.002457,0.079301
查报告,0.007143,0.155917,0.448193,0.007435,0.103659
使用不,0.004551,0.520331,0.135806,0.127119,0.009360
质条件,0.003729,0.164781,0.327407,0.007299,0.259091
农业资,0.004097,0.525012,0.144172,0.193042,0.006339
或者为,0.002840,0.366229,0.340899,0.064516,0.016529
务会议,0.001920,0.286370,0.355419,0.016620,0.114679
程管理,0.002320,0.185368,0.341545,0.006462,0.387978
居民生,0.003789,0.372322,0.153385,0.098039,0.017359
机关对,0.012492,0.276302,0.628064,0.074642,0.002268
违反法,0.007257,0.418484,0.138498,0.093333,0.009217
业标准,0.015326,0.186164,0.519951,0.000792,0.307116
销售电,0.003896,0.493505,0.115515,0.200935,0.008000
机关和,0.008958,0.452383,0.516382,0.074642,0.002268
置工作,0.003080,0.124098,0.222426,0.032967,0.125909
运输工,0.006718,0.382760,0.078103,0.109375,0.015957
不履行,0.010578,0.618388,0.607657,0.000301,0.292683
进行检,0.008102,0.644058,0.310363,0.113703,0.001894
拍卖方,0.003295,0.185368,0.172547,0.184211,0.017751
秩序和,0.000982,0.190914,0.177709,1.000000,0.010309
项目可,0.003159,0.238953,0.222426,0.230769,0.008850
项规定,0.002697,0.429867,0.340899,0.010256,0.083333
海洋生,0.011247,0.702921,0.147761,0.031822,0.009009
或者按,0.003982,0.572741,0.275236,0.064516,0.008264
入生产,0.010750,0.167910,0.290389,0.008000,0.079301
有关的,0.022074,0.789169,0.800754,0.003487,0.006803
化处理,0.007763,0.070873,0.489311,0.003024,0.405738
个人有,0.005591,0.308744,0.505646,0.328042,0.001153
制工作,0.005734,0.130592,0.428829,0.008143,0.125909
国环境,0.009506,0.195010,0.241779,0.002105,0.347826
务活动,0.004896,0.145897,0.365871,0.004155,0.301333
第十八,0.024530,0.162560,0.047407,0.020408,0.084791
指标的,0.006796,0.147620,0.472925,0.060790,0.011236
因企业,0.001451,0.302591,0.163190,0.005780,0.770950
和县级,0.008943,0.384362,0.148271,0.023778,0.026316
退耕还,0.013306,0.555748,0.266018,0.011494,0.014085
和实施,0.019655,0.363266,0.636782,0.002642,0.026217
在生产,0.006055,0.398048,0.376298,0.004376,0.079301
业行政,0.041284,0.284739,0.153921,0.001585,0.108902
格管理,0.007258,0.217664,0.520904,0.000976,0.387978
材料及,0.002182,0.381827,0.144172,0.489796,0.005263
能源和,0.002229,0.366922,0.341545,0.099609,0.011111
程序和,0.002048,0.286370,0.355419,0.143780,0.010309
遵守国,0.017107,0.350956,0.043058,0.115385,0.010309
处理费,0.001889,0.154884,0.266564,0.405738,0.009681
性研究,0.002326,0.190914,0.266564,0.003185,0.809984
理制度,0.015932,0.072728,0.442053,0.005808,0.102606
全国海,0.006309,0.576952,0.073539,0.175279,0.006490
区域开,0.003028,0.366229,0.259304,0.047319,0.022222
三十六,0.022058,0.033518,0.031200,0.132580,0.098587
采取有,0.044904,0.624895,0.132489,0.016393,0.004926
定期限,0.012358,0.233238,0.145383,0.017742,0.040000
照本法,0.065180,0.091161,0.322847,0.008889,0.017348
的集体,0.003835,0.525012,0.488701,0.008065,0.037146
成人员,0.007518,0.070873,0.524281,0.022305,0.047271
划管理,0.003784,0.103774,0.338650,0.005650,0.387978
的方法,0.003808,0.562757,0.523835,0.008065,0.032178
三十二,0.022377,0.032200,0.029973,0.132580,0.100269
在建设,0.002801,0.493505,0.400136,0.004376,0.117526
国家的,0.012317,0.733159,0.724144,0.097527,0.000445
人不得,0.029269,0.126230,0.722645,0.006533,0.015945
民族的,0.005705,0.460691,0.550152,0.083695,0.002288
体健康,0.009047,0.074694,0.362200,0.005931,0.189427
源消耗,0.018413,0.172659,0.535556,0.003704,0.043478
再制造,0.003388,0.342209,0.340899,0.012146,0.057003
关信息,0.016283,0.137826,0.480292,0.001134,0.221889
的事项,0.010441,0.646087,0.395087,0.016129,0.006305
规定和,0.008897,0.437588,0.516301,0.083333,0.001613
活动所,0.002598,0.443288,0.341545,0.301333,0.002242
和区域,0.008285,0.487791,0.524744,0.002642,0.047319
由行政,0.005086,0.473793,0.078103,0.012821,0.108902
土地上,0.005603,0.356557,0.364207,0.100358,0.003577
利用水,0.007223,0.404348,0.368599,0.019162,0.012480
民生活,0.003868,0.182214,0.338650,0.017359,0.061156
有土地,0.023288,0.116946,0.443082,0.002092,0.100358
管理体,0.003782,0.525012,0.169612,0.387978,0.001936
违反本,0.226846,0.375972,0.013687,0.093333,0.002304
推广和,0.003449,0.278571,0.459372,0.105485,0.005329
生产建,0.022037,0.703961,0.029973,0.079301,0.006684
农民和,0.022020,0.760837,0.116637,0.033670,0.003720
由县级,0.154542,0.095764,0.048925,0.012821,0.026316
种形式,0.006888,0.185368,0.205571,0.007843,0.117647
或者生,0.004716,0.557836,0.172547,0.064516,0.008264
地保护,0.007128,0.488101,0.575055,0.001431,0.084531
全监督,0.046019,0.035343,0.122287,0.005587,0.215976
用管理,0.007301,0.108154,0.501599,0.001560,0.387978
品包装,0.003678,0.342209,0.318541,0.007092,0.083871
依照本,0.074631,0.673697,0.144933,0.003676,0.008889
业园区,0.002854,0.185368,0.270461,0.012678,0.131004
向农民,0.006552,0.620780,0.394737,0.004376,0.033670
和森林,0.003191,0.493505,0.459372,0.001321,0.244792
沿海地,0.004814,0.411541,0.144172,0.142857,0.005667
生生物,0.009435,0.056792,0.535007,0.010753,0.074597
措施及,0.002434,0.261733,0.243631,0.571429,0.002591
业科技,0.006481,0.083906,0.331896,0.011094,0.114727
违法收,0.004119,0.525012,0.383077,0.173333,0.001599
质监测,0.002053,0.190914,0.266564,0.025547,0.085799
族主义,0.001579,0.175315,0.163190,0.018307,0.276723
地管理,0.014007,0.086870,0.334983,0.001431,0.387978
植物病,0.002729,0.261733,0.172547,0.454545,0.004011
促进人,0.001318,0.302591,0.163190,0.586207,0.005831
及其所,0.004841,0.393056,0.257077,0.017699,0.025641
和人民,0.004724,0.452183,0.323976,0.001321,0.242506
其他行,0.008873,0.492281,0.148271,0.025641,0.013333
知识和,0.001577,0.302591,0.281663,0.175719,0.009259
技术监,0.002024,0.154884,0.144172,0.497288,0.009709
交通管,0.003319,0.342209,0.115515,0.184989,0.008979
部门不,0.011027,0.384232,0.289250,0.126761,0.001403
社会和,0.001764,0.154884,0.266564,0.518587,0.005734
企业不,0.003022,0.342209,0.340899,0.770950,0.000792
体经济,0.042456,0.037402,0.074772,0.005931,0.305709
国家规,0.063385,0.590102,0.065971,0.097527,0.000890
销合作,0.002020,0.154884,0.144172,0.042056,0.112426
治理者,0.005496,0.556318,0.517841,0.015365,0.008712
需要建,0.003819,0.481416,0.175084,0.194444,0.003378
保障人,0.006646,0.198713,0.336980,0.039730,0.011905
生产工,0.015671,0.535858,0.117856,0.079301,0.002674
或者报,0.003373,0.351734,0.327407,0.064516,0.008264
恢复和,0.001484,0.302591,0.281663,0.633333,0.002584
利用和,0.017543,0.574740,0.685010,0.019162,0.001560
区开发,0.003596,0.297187,0.257468,0.004732,0.157262
按照本,0.007956,0.498395,0.376382,0.015385,0.008889
时进行,0.005758,0.257464,0.356287,0.003382,0.113703
责令其,0.007302,0.449322,0.520904,0.008547,0.013889
生产资,0.009026,0.437502,0.119473,0.079301,0.005348
有其他,0.005051,0.321780,0.483712,0.009763,0.025641
工作实,0.009554,0.331144,0.155315,0.125909,0.003168
进农业,0.005796,0.236861,0.505646,0.001458,0.193042
关组织,0.001855,0.286370,0.266564,0.002268,0.605114
定区域,0.003854,0.334099,0.488701,0.006452,0.047319
测设施,0.004109,0.190914,0.488701,0.008889,0.055690
目的的,0.003765,0.316486,0.405362,0.048673,0.008065
与经济,0.001418,0.302591,0.163190,0.008811,0.305709
事行政,0.010400,0.188093,0.175084,0.005044,0.108902
为国家,0.001154,0.302591,0.281663,0.019531,0.097527
关企业,0.003468,0.188093,0.327407,0.001134,0.770950
倾倒区,0.006153,0.393056,0.429947,0.036585,0.004902
场监督,0.016589,0.074694,0.083198,0.008368,0.215976
产品进,0.001855,0.286370,0.266564,0.184492,0.007092
展社会,0.003891,0.112958,0.295797,0.002747,0.518587
不及时,0.002526,0.443288,0.412629,0.007521,0.053097
规定收,0.003242,0.406280,0.346571,0.083333,0.004839
的政策,0.002800,0.429867,0.400136,0.008065,0.047352
定规划,0.004166,0.274060,0.326380,0.001613,0.304167
向人民,0.015240,0.569921,0.039502,0.002188,0.242506
业结构,0.007095,0.270772,0.348159,0.001585,0.171429
造成的,0.020979,0.688778,0.646050,0.026119,0.000743
个人在,0.002367,0.366922,0.412629,0.328042,0.001537
商品林,0.003605,0.493505,0.459372,0.092123,0.002364
农业行,0.012638,0.616570,0.073539,0.193042,0.001585
其技术,0.001985,0.154884,0.266564,0.004274,0.497288
施进行,0.005329,0.293909,0.376403,0.002591,0.113703
相关的,0.004259,0.461893,0.429947,0.030129,0.006803
采煤炭,0.002242,0.154884,0.266564,0.016393,0.114155
控制指,0.023461,0.274361,0.032543,0.507246,0.001629
镇建设,0.003123,0.278571,0.318541,0.005291,0.117526
进行处,0.006011,0.513314,0.259304,0.113703,0.001894
需要进,0.002632,0.366922,0.270461,0.194444,0.003378
使用有,0.004881,0.505241,0.350257,0.127119,0.001560
成环境,0.020770,0.059096,0.269818,0.001487,0.347826
企业对,0.001833,0.286370,0.266564,0.770950,0.001585
第十九,0.025407,0.164923,0.027321,0.020408,0.072678
国家在,0.010018,0.287425,0.673011,0.097527,0.000890
和生活,0.006022,0.424067,0.407396,0.002642,0.061156
废物中,0.004076,0.286370,0.266564,0.050505,0.010695
级管理,0.002650,0.175315,0.259304,0.003571,0.387978
参与和,0.004767,0.363812,0.177709,0.060729,0.008811
工业和,0.006302,0.331836,0.176157,0.140459,0.003170
重点水,0.007622,0.618350,0.158249,0.030263,0.007246
本地方,0.002247,0.443288,0.412629,0.009913,0.040057
事纠纷,0.008618,0.083906,0.428829,0.001261,0.416667
措施后,0.001967,0.381827,0.144172,0.571429,0.002591
域面积,0.003146,0.185368,0.243631,0.022222,0.050633
工程和,0.003439,0.535962,0.448119,0.119754,0.001616
有计划,0.011654,0.385640,0.211787,0.000697,0.239852
的开采,0.008211,0.611462,0.471932,0.008065,0.008326
不依法,0.010078,0.627462,0.360766,0.000903,0.077206
元以上,0.132543,0.127304,0.370810,0.001972,0.012739
秘密的,0.003572,0.190914,0.400136,0.160920,0.003571
向行政,0.007033,0.552942,0.168179,0.002188,0.108902
规划法,0.001048,0.175315,0.163190,0.304167,0.016949
能管理,0.004376,0.096079,0.484344,0.001953,0.387978
测工作,0.003729,0.164781,0.448119,0.004444,0.125909
定机关,0.009084,0.319937,0.438641,0.001613,0.074642
资源回,0.003444,0.342209,0.177709,0.196522,0.003704
能源发,0.012194,0.206839,0.163190,0.099609,0.003704
技术支,0.004237,0.351734,0.105146,0.497288,0.001942
